,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Color_pre,DayuponOutcome,AboutAge,BreedMix,Breed_pre,Year,Month,YearMonth,Hour,Season,Quarter,Group,Size
6465,21392,1,17492,0,NaN,0,3,19,640,296,20,60,2,1,80,2,6,21,16,2,2,8,5
6466,13697,0,10360,4,Partner,1,1,32,1066,131,3,150,2,1,159,1,9,12,13,0,3,5,2
6467,400,1,6500,3,NaN,1,3,34,955,25,0,1825,6,0,135,1,5,8,17,2,1,6,9
6468,25326,1,22694,0,Foster,1,3,21,459,163,5,730,20,1,61,3,1,28,13,3,0,6,3
6469,14124,1,11790,0,Foster,0,2,19,640,104,2,60,2,1,80,1,11,14,12,3,3,8,5
6470,20089,1,17199,0,NaN,0,2,19,640,104,2,60,2,1,80,2,6,21,15,2,2,8,5
6471,5119,1,5416,0,NaN,1,3,32,847,137,3,150,2,1,124,1,4,7,18,1,1,4,1
6472,24224,0,20007,0,NaN,0,2,24,640,195,10,90,2,1,80,2,9,24,13,0,3,8,5
6473,4095,1,2146,0,NaN,0,2,21,640,111,2,730,20,1,80,0,11,2,18,3,3,8,5
6474,613,1,19144,0,NaN,1,2,34,696,25,0,1825,6,1,98,2,8,23,12,0,2,0,1
6475,315,1,11405,2,Suffering,1,0,43,54,38,0,3285,10,0,12,1,11,14,11,3,3,5,2
6476,22323,0,18123,4,Partner,0,0,25,640,291,19,21,2,1,80,2,7,22,15,2,2,8,5
6477,25217,0,20792,2,Suffering,0,4,23,640,5,0,3,2,1,80,2,10,25,12,0,3,8,5
6478,6092,1,3826,4,Partner,0,0,5,640,104,2,365,2,1,80,1,2,5,14,1,0,8,5
6479,9137,1,6267,3,NaN,1,2,26,811,130,2,1095,4,1,117,1,5,8,14,2,1,5,3
6480,3925,0,1691,2,Suffering,1,2,7,1170,354,22,3650,20,1,170,0,11,2,15,3,3,5,9
6481,15533,1,12274,3,NaN,1,3,21,1255,38,0,730,20,1,185,2,0,15,17,3,0,7,2
6482,18190,1,14879,0,NaN,0,2,21,640,5,0,730,20,1,80,2,4,19,18,1,1,8,5
6483,6864,1,7083,4,Partner,0,3,7,640,111,2,3650,20,1,80,1,6,9,14,2,2,8,5
6484,9399,0,6470,2,Rabies Risk,0,1,29,640,104,2,28,2,1,80,1,5,8,8,2,1,8,5
6485,10396,0,7724,4,Partner,0,4,4,640,104,2,7,2,1,80,1,6,9,11,2,2,8,5
6486,22895,1,22847,4,Partner,1,2,30,55,250,14,1460,20,1,12,3,1,28,12,3,0,5,2
6487,3770,0,1511,0,NaN,1,2,32,972,318,22,150,2,1,136,0,10,1,11,0,3,3,3
6488,8026,1,5733,4,Partner,1,0,20,469,318,22,14,2,1,61,1,4,7,8,1,1,6,3
6489,24406,1,20161,4,Partner,0,0,29,640,63,1,28,2,1,80,2,10,25,11,0,3,8,5
6490,604,1,14052,4,Partner,1,3,37,1066,38,0,2190,20,1,159,2,3,18,17,1,1,5,2
6491,1035,1,5414,2,Suffering,1,3,43,1197,36,0,3285,10,1,173,1,4,7,17,1,1,7,0
6492,18820,1,15140,0,NaN,1,3,2,1365,166,6,30,2,1,219,2,4,19,17,1,1,6,4
6493,2829,1,1567,0,NaN,0,2,24,640,5,0,90,2,1,80,0,10,1,12,0,3,8,5
6494,14237,1,10835,3,NaN,1,3,7,407,326,22,3650,20,1,57,1,10,13,15,0,3,0,2
6495,19335,1,15716,0,NaN,0,0,2,640,296,20,30,2,1,80,2,5,20,13,2,1,8,5
6496,747,1,22286,3,NaN,1,2,34,1066,130,2,1825,6,1,159,3,0,27,15,3,0,5,2
6497,23811,1,19447,3,NaN,1,2,26,1066,320,22,1095,4,1,159,2,9,24,18,0,3,5,2
6498,1191,1,12903,3,NaN,1,2,39,196,36,0,2555,8,1,24,2,1,16,16,3,0,0,1
6499,20890,0,17566,4,Partner,1,1,34,548,307,21,1825,6,0,71,2,6,21,14,2,2,12,9
6500,19503,0,15617,2,Suffering,0,1,28,640,195,10,120,2,1,80,2,5,20,8,2,1,8,5
6501,6364,1,4118,0,NaN,1,2,19,74,274,18,60,2,1,15,1,2,5,16,1,0,0,2
6502,25089,1,20889,0,NaN,1,3,21,1066,318,22,730,20,1,159,2,10,25,18,0,3,5,2
6503,5613,1,12373,3,NaN,1,2,5,1082,276,18,365,2,1,159,2,0,15,15,3,0,5,2
6504,9419,0,6625,0,NaN,1,3,5,988,31,0,365,2,1,137,1,5,8,12,2,1,5,9
6505,8745,0,5935,4,Partner,1,1,2,547,274,18,30,2,0,70,1,4,7,12,1,1,1,3
6506,20191,1,16113,3,NaN,1,3,7,689,89,2,3650,20,1,96,2,5,20,16,2,1,3,3
6507,22748,1,18846,0,NaN,0,2,10,640,220,13,4380,20,1,80,2,8,23,17,0,2,8,5
6508,3425,0,1063,4,Partner,0,1,29,640,63,1,28,2,1,80,0,10,1,15,0,3,8,5
6509,17838,1,14605,4,Partner,0,3,40,637,38,0,240,2,1,79,2,3,18,13,1,1,9,6
6510,12065,0,8975,4,SCRP,0,4,5,640,104,2,365,2,1,80,1,8,11,9,0,2,8,5
6511,19116,0,15303,4,SCRP,0,0,21,640,86,1,730,20,1,80,2,4,19,9,1,1,8,5
6512,6735,1,4640,4,Partner,1,3,21,450,274,18,730,20,1,61,1,3,6,15,1,1,6,3
6513,20030,0,15990,4,Partner,0,1,29,632,197,10,28,2,1,78,2,5,20,13,2,1,10,7
6514,19766,1,16129,4,Partner,1,1,28,878,88,2,120,2,1,124,2,5,20,0,2,1,4,1
6515,19263,1,15574,3,NaN,0,2,21,640,5,0,730,20,1,80,2,5,20,12,2,1,8,5
6516,12635,0,9411,4,Partner,0,0,20,640,167,6,14,2,1,80,1,8,11,15,0,2,8,5
6517,26046,1,21965,0,NaN,0,2,32,1251,186,8,150,2,1,184,3,0,27,14,3,0,11,8
6518,22078,0,17879,2,Suffering,1,0,13,847,150,5,5475,16,1,124,2,7,22,14,2,2,4,1
6519,8296,1,9151,0,Foster,0,2,32,640,216,13,150,2,1,80,1,8,11,11,0,2,8,5
6520,13533,0,10211,2,Suffering,0,0,36,640,104,2,180,2,1,80,1,9,12,12,0,3,8,5
6521,20467,0,16481,4,Partner,0,0,29,640,265,17,28,2,1,80,2,5,20,13,2,1,8,5
6522,12457,0,9378,0,Offsite,1,3,19,450,330,22,60,2,1,61,1,8,11,15,0,2,6,3
6523,24050,1,20479,0,NaN,1,3,21,1066,88,2,730,20,1,159,2,10,25,14,0,3,5,2
6524,7113,1,5295,0,Foster,0,3,19,922,111,2,60,2,1,129,1,4,7,18,1,1,12,9
6525,7756,0,5282,4,Partner,0,4,4,640,194,10,7,2,1,80,1,4,7,14,1,1,8,5
6526,990,1,1542,2,Aggressive,1,1,34,1066,354,22,1825,6,1,159,0,10,1,11,0,3,5,2
6527,24677,1,21092,0,Foster,1,3,19,401,276,18,60,2,1,56,2,11,26,12,3,3,12,9
6528,22677,1,18601,4,Partner,1,1,7,962,274,18,3650,20,1,136,2,8,23,11,0,2,3,3
6529,22864,1,18913,0,NaN,0,2,36,640,216,13,180,2,1,80,2,8,23,18,0,2,8,5
6530,22053,0,17837,1,NaN,0,4,3,640,216,13,7,2,1,80,2,7,22,11,2,2,8,5
6531,2355,1,109,4,Partner,1,0,19,125,354,22,60,2,1,17,0,9,0,12,0,3,0,2
6532,14226,1,10916,4,Partner,0,3,19,640,291,19,60,2,1,80,1,10,13,12,0,3,8,5
6533,22133,1,18195,0,NaN,1,3,19,407,330,22,60,2,1,57,2,7,22,19,2,2,0,2
6534,15061,0,11675,4,SCRP,0,0,28,637,104,2,120,2,1,79,1,11,14,9,3,3,9,6
6535,19609,1,18158,0,Foster,0,3,19,640,111,2,60,2,1,80,2,7,22,15,2,2,8,5
6536,3166,0,945,0,NaN,1,2,40,907,98,2,240,2,1,126,0,10,1,17,0,3,7,9
6537,19516,1,16617,4,Partner,1,1,21,1116,230,14,730,20,1,163,2,6,21,10,2,2,4,2
6538,7427,1,5351,0,NaN,1,2,5,74,57,1,365,2,1,15,1,4,7,12,1,1,0,2
6539,23636,0,19341,4,SCRP,0,0,36,637,104,2,180,2,1,79,2,9,24,9,0,3,9,6
6540,13905,1,10594,4,Partner,1,3,30,989,240,14,1460,20,1,137,1,10,13,13,0,3,5,9
6541,8204,0,5579,4,SCRP,0,0,26,640,291,19,1095,4,1,80,1,4,7,20,1,1,8,5
6542,9684,0,6698,4,Partner,0,0,25,640,291,19,21,2,1,80,1,5,8,15,2,1,8,5
6543,16865,1,13897,4,Partner,1,2,5,1066,86,1,365,2,1,159,2,2,17,15,1,0,5,2
6544,11382,0,8356,4,SCRP,0,0,24,637,5,0,90,2,1,79,1,7,10,9,2,2,9,6
6545,24060,1,20022,3,NaN,1,0,14,847,150,5,5840,20,1,124,2,9,24,11,0,3,4,1
6546,18237,1,19221,4,Partner,0,2,36,640,104,2,180,2,1,80,2,8,23,15,0,2,8,5
6547,17919,0,14420,4,Partner,0,4,27,640,216,13,4,2,1,80,2,3,18,14,1,1,8,5
6548,962,1,3661,2,Rabies Risk,1,1,34,726,128,2,1825,6,1,98,1,1,4,17,3,0,0,1
6549,16130,0,12928,0,NaN,1,3,5,924,318,22,365,2,1,130,2,1,16,17,3,0,6,4
6550,25287,0,20998,4,Partner,1,1,30,450,307,21,1460,20,1,61,2,11,26,14,3,3,6,3
6551,11100,1,8148,3,NaN,1,3,28,1196,25,0,120,2,0,173,1,7,10,18,2,2,7,0
6552,4517,1,2458,4,Partner,0,0,2,632,38,0,30,2,1,78,1,0,3,14,3,0,10,7
6553,23850,1,19610,4,Partner,1,2,7,504,5,0,3650,20,1,64,2,9,24,14,0,3,3,2
6554,4388,1,7611,0,NaN,1,2,40,663,329,22,240,2,1,85,1,6,9,16,2,2,1,1
6555,17108,1,13952,3,NaN,1,2,26,887,88,2,1095,4,1,124,2,3,18,11,1,1,4,1
6556,536,1,6315,3,NaN,1,3,9,1032,320,22,4015,12,0,151,1,5,8,13,2,1,5,9
6557,18469,1,17072,0,NaN,0,2,19,640,16,0,60,2,1,80,2,6,21,12,2,2,8,5
6558,15249,1,12032,0,NaN,1,3,5,1149,274,18,365,2,1,167,2,0,15,16,3,0,6,3
6559,6919,1,4600,3,NaN,1,2,11,1236,329,22,4745,14,1,183,1,3,6,17,1,1,6,3
6560,1320,1,13597,0,NaN,1,2,30,450,36,0,1460,20,1,61,2,2,17,14,1,0,6,3
6561,7665,1,5461,0,NaN,1,2,5,1057,307,21,365,2,1,155,1,4,7,17,1,1,0,9
6562,12535,1,10037,2,Suffering,1,2,37,847,130,2,2190,20,1,124,1,9,12,19,0,3,4,1
6563,10720,0,7694,4,SCRP,0,0,21,640,63,1,730,20,1,80,1,6,9,9,2,2,8,5
6564,19015,1,15385,3,NaN,1,3,26,1091,289,18,1095,4,1,159,2,4,19,17,1,1,5,2
6565,17363,1,13972,4,Partner,1,0,28,1235,329,22,120,2,0,183,2,3,18,0,1,1,6,3
6566,22969,1,19533,4,Partner,0,2,19,640,216,13,60,2,1,80,2,9,24,14,0,3,8,5
6567,23452,1,19247,3,NaN,1,2,39,696,37,0,2555,8,1,98,2,8,23,17,0,2,0,1
6568,10900,1,8147,0,NaN,0,2,36,640,63,1,180,2,1,80,1,7,10,18,2,2,8,5
6569,7294,1,9000,0,NaN,0,2,28,640,111,2,120,2,1,80,1,8,11,18,0,2,8,5
6570,7188,0,4973,4,Partner,1,3,5,962,318,22,365,2,1,136,1,3,6,12,1,1,3,3
6571,5855,1,4010,0,NaN,0,2,5,640,5,0,365,2,1,80,1,2,5,18,1,0,8,5
6572,1676,1,325,0,NaN,0,2,32,640,41,1,150,2,1,80,0,9,0,16,0,3,8,5
6573,9266,0,6395,4,Partner,0,0,29,640,291,19,28,2,1,80,1,5,8,14,2,1,8,5
6574,15588,0,13934,4,SCRP,0,3,30,640,38,0,1460,20,1,80,2,2,17,9,1,0,8,5
6575,4021,1,1807,4,Partner,0,1,24,640,104,2,90,2,1,80,0,11,2,12,3,3,8,5
6576,19794,1,17387,2,Suffering,0,2,19,640,5,0,60,2,1,80,2,6,21,18,2,2,8,5
6577,10819,1,7820,3,NaN,1,0,26,1066,88,2,1095,4,1,159,1,6,9,13,2,2,5,2
6578,20209,0,16251,4,Partner,0,1,19,640,104,2,60,2,1,80,2,5,20,13,2,1,8,5
6579,26410,1,22471,4,Partner,1,3,7,450,38,0,3650,20,1,61,3,1,28,17,3,0,6,3
6580,18652,1,14987,2,Aggressive,1,1,21,1066,10,0,730,20,1,159,2,4,19,14,1,1,5,2
6581,10010,0,6970,4,Partner,0,1,20,640,104,2,14,2,1,80,1,6,9,14,2,2,8,5
6582,18854,1,15117,2,Suffering,1,1,26,450,130,2,1095,4,1,61,2,4,19,8,1,1,6,3
6583,15668,0,12353,4,SCRP,0,0,5,636,38,0,365,2,0,79,2,0,15,9,3,0,9,6
6584,202,1,6179,3,NaN,1,3,39,847,38,0,2555,8,1,124,1,5,8,17,2,1,4,1
6585,12110,1,9014,3,NaN,1,3,21,1066,89,2,730,20,1,159,1,8,11,14,0,2,5,2
6586,23679,1,20391,0,NaN,0,0,19,640,139,4,60,2,1,80,2,10,25,18,0,3,8,5
6587,17744,0,14292,4,Partner,0,1,29,639,63,1,28,2,0,80,2,3,18,16,1,1,8,5
6588,23546,1,19453,3,NaN,1,2,38,1197,88,2,210,2,1,173,2,9,24,10,0,3,7,0
6589,25869,1,21898,0,NaN,0,3,30,1251,297,20,1460,20,1,184,3,0,27,11,3,0,11,8
6590,17877,1,14498,0,NaN,1,2,28,64,30,0,120,2,1,13,2,3,18,17,1,1,12,9
6591,21222,0,17050,4,Partner,1,1,2,1066,86,1,30,2,1,159,2,6,21,15,2,2,5,2
6592,23373,1,20588,0,NaN,0,3,19,640,5,0,60,2,1,80,2,10,25,16,0,3,8,5
6593,10050,0,7196,4,Partner,1,0,26,450,88,2,1095,4,1,61,1,6,9,11,2,2,6,3
6594,2487,1,723,0,NaN,1,3,5,85,307,21,365,2,1,15,0,9,0,13,0,3,0,2
6595,858,1,22445,2,Aggressive,1,3,37,45,185,7,2190,20,1,10,3,1,28,10,3,0,12,9
6596,12588,1,9636,0,NaN,1,3,26,873,5,0,1095,4,1,124,1,8,11,16,0,2,4,1
6597,3602,1,1607,4,Partner,0,3,26,640,86,1,1095,4,1,80,0,11,2,15,3,3,8,5
6598,8727,1,6896,4,Partner,0,2,21,640,111,2,730,20,1,80,1,6,9,14,2,2,8,5
6599,9928,1,11771,0,Foster,1,3,26,1144,89,2,1095,4,1,166,1,11,14,16,3,3,12,9
6600,22082,1,19606,4,Partner,1,3,38,103,289,18,210,2,1,15,2,9,24,13,0,3,0,2
6601,12819,1,9650,3,NaN,1,2,21,101,131,3,730,20,1,15,1,8,11,18,0,2,0,2
6602,13738,1,11714,4,Partner,1,3,38,249,38,0,210,2,1,39,1,11,14,11,3,3,0,2
6603,23509,1,20853,0,NaN,0,1,19,640,104,2,60,2,1,80,2,10,25,17,0,3,8,5
6604,23925,1,20240,4,Partner,0,2,5,640,38,0,365,2,1,80,2,10,25,15,0,3,8,5
6605,5880,1,3855,0,NaN,1,3,36,1066,38,0,180,2,1,159,1,2,5,16,1,0,5,2
6606,3800,0,1760,0,NaN,0,3,19,640,38,0,60,2,1,80,0,11,2,15,3,3,8,5
6607,16484,1,13799,0,Foster,1,2,19,450,307,21,60,2,1,61,2,2,17,11,1,0,6,3
6608,485,1,2743,4,Partner,0,3,37,640,320,22,2190,20,1,80,1,0,3,14,3,0,8,5
6609,1205,1,12921,4,Partner,0,2,39,640,41,1,2555,8,1,80,2,1,16,14,3,0,8,5
6610,14767,1,11717,4,Partner,1,1,21,1066,250,14,730,20,1,159,1,11,14,12,3,3,5,2
6611,19666,1,16675,0,Foster,1,3,2,707,114,2,30,2,1,98,2,6,21,17,2,2,0,1
6612,11417,1,8529,4,Partner,1,1,7,450,88,2,3650,20,1,61,1,7,10,16,2,2,6,3
6613,8799,1,6892,0,Foster,0,2,19,640,111,2,60,2,1,80,1,6,9,14,2,2,8,5
6614,23758,1,21125,0,NaN,0,2,24,640,5,0,90,2,1,80,2,11,26,18,3,3,8,5
6615,23352,1,19513,0,NaN,1,3,30,450,114,2,1460,20,1,61,2,9,24,15,0,3,6,3
6616,13619,0,10278,4,Partner,0,1,25,640,41,1,21,2,1,80,1,9,12,12,0,3,8,5
6617,19552,1,15911,0,NaN,0,3,19,640,296,20,60,2,1,80,2,5,20,17,2,1,8,5
6618,16327,1,21425,0,NaN,1,2,5,450,276,18,365,2,1,61,2,11,26,12,3,3,6,3
6619,3884,1,2111,0,NaN,0,3,5,640,291,19,365,2,1,80,0,11,2,17,3,3,8,5
6620,24702,1,21687,3,NaN,0,3,5,640,5,0,365,2,1,80,2,11,26,13,3,3,8,5
6621,4497,1,2339,4,Partner,1,0,40,939,130,2,240,2,1,131,0,11,2,18,3,3,5,3
6622,19468,1,17205,0,NaN,0,3,26,640,5,0,1095,4,1,80,2,6,21,15,2,2,8,5
6623,1496,1,14302,3,NaN,1,3,30,695,25,0,1460,20,0,98,2,3,18,12,1,1,0,1
6624,18741,0,17099,0,Foster,0,3,19,640,5,0,60,2,1,80,2,6,21,14,2,2,8,5
6625,529,1,21561,3,NaN,1,3,34,862,307,21,1825,6,1,124,2,11,26,18,3,3,4,1
6626,1252,1,16181,3,NaN,1,3,37,1365,88,2,2190,20,1,219,2,5,20,14,2,1,6,4
6627,8413,0,5728,4,SCRP,0,4,5,640,320,22,365,2,1,80,1,4,7,19,1,1,8,5
6628,14539,0,11108,2,Suffering,1,0,24,1066,86,1,90,2,1,159,1,10,13,13,0,3,5,2
6629,1173,1,8289,0,NaN,1,2,5,1263,38,0,365,2,1,185,1,7,10,13,2,2,7,2
6630,14914,0,11530,2,Suffering,0,0,28,640,104,2,120,2,1,80,1,11,14,13,3,3,8,5
6631,19569,0,15654,2,Suffering,1,1,21,450,130,2,730,20,1,61,2,5,20,10,2,1,6,3
6632,17198,1,16123,0,NaN,1,2,6,469,5,0,300,2,1,61,2,5,20,18,2,1,6,3
6633,22558,1,18347,3,NaN,1,0,24,847,5,0,90,2,1,124,2,7,22,18,2,2,4,1
6634,26177,0,22174,4,Partner,1,1,19,847,329,22,60,2,1,124,3,0,27,16,3,0,4,1
6635,14378,1,11280,4,Partner,1,2,6,847,38,0,300,2,1,124,1,11,14,17,3,3,4,1
6636,12861,0,9629,4,Partner,0,0,4,640,104,2,7,2,1,80,1,8,11,14,0,2,8,5
6637,23225,0,19130,0,NaN,0,3,19,640,111,2,60,2,1,80,2,8,23,16,0,2,8,5
6638,18881,0,16467,0,NaN,0,2,19,637,86,1,60,2,1,79,2,5,20,18,2,1,9,6
6639,14992,0,11689,0,NaN,1,2,30,1365,342,22,1460,20,1,219,1,11,14,15,3,3,6,4
6640,22426,1,18306,4,Partner,0,2,41,640,38,0,2920,20,1,80,2,7,22,15,2,2,8,5
6641,4202,1,2297,4,Partner,1,2,34,449,289,18,1825,6,0,61,0,11,2,16,3,3,6,3
6642,21609,0,17527,4,SCRP,0,1,5,640,111,2,365,2,1,80,2,6,21,9,2,2,8,5
6643,1118,1,3331,4,Partner,1,2,39,1235,204,10,2555,8,0,183,1,1,4,14,3,0,6,3
6644,19196,1,17214,0,Foster,0,3,19,640,5,0,60,2,1,80,2,6,21,17,2,2,8,5
6645,20448,1,16436,0,NaN,1,3,19,450,320,22,60,2,1,61,2,5,20,19,2,1,6,3
6646,15784,0,12468,4,SCRP,0,4,21,640,38,0,730,20,1,80,2,0,15,9,3,0,8,5
6647,19994,0,16104,4,Partner,1,1,4,54,179,7,7,2,0,12,2,5,20,13,2,1,5,2
6648,10367,1,10100,0,NaN,1,3,5,755,38,0,365,2,1,103,1,9,12,11,0,3,7,0
6649,12455,0,9337,2,Suffering,0,2,26,1251,205,24,1095,4,1,184,1,8,11,18,0,2,11,8
6650,23278,0,19124,2,Suffering,0,1,40,640,332,22,240,2,1,80,2,8,23,8,0,2,8,5
6651,16695,1,13691,0,NaN,1,3,32,450,274,18,150,2,1,61,2,2,17,14,1,0,6,3
6652,24295,1,20844,0,NaN,1,3,21,1066,329,22,730,20,1,159,2,10,25,16,0,3,5,2
6653,7653,0,5197,4,Partner,0,0,20,640,296,20,14,2,1,80,1,4,7,16,1,1,8,5
6654,20397,1,16505,0,NaN,1,2,41,956,25,0,2920,20,1,135,2,5,20,17,2,1,6,9
6655,25435,1,21110,0,NaN,1,3,5,1170,36,0,365,2,1,170,2,11,26,18,3,3,5,9
6656,6204,0,4064,4,Partner,1,2,30,1273,166,6,1460,20,0,190,1,2,5,14,1,0,12,9
6657,17493,1,21793,4,Partner,0,2,37,640,104,2,2190,20,1,80,3,0,27,0,3,0,8,5
6658,8984,1,6134,3,NaN,1,3,11,1374,194,10,4745,14,1,219,1,5,8,13,2,1,6,4
6659,22729,0,18538,4,SCRP,0,0,5,640,291,19,365,2,1,80,2,8,23,9,0,2,8,5
6660,1042,1,642,3,NaN,1,2,26,1255,204,10,1095,4,1,185,0,9,0,12,0,3,7,2
6661,15503,1,12554,0,NaN,1,3,42,1066,324,22,270,2,1,159,2,0,15,13,3,0,5,2
6662,21712,0,17617,4,SCRP,0,4,5,1251,211,12,365,2,1,184,2,7,22,9,2,2,11,8
6663,10774,1,7819,3,NaN,1,3,26,491,318,22,1095,4,1,62,1,6,9,11,2,2,6,4
6664,23359,1,21964,3,NaN,1,3,37,379,5,0,2190,20,0,54,3,0,27,13,3,0,7,9
6665,8093,1,6406,0,Foster,1,3,2,811,165,5,30,2,1,117,1,5,8,17,2,1,5,3
6666,24885,1,20426,3,NaN,1,3,14,463,131,3,5840,20,1,61,2,10,25,11,0,3,6,3
6667,2944,1,655,3,NaN,1,2,8,1066,185,7,330,2,1,159,0,9,0,17,0,3,5,2
6668,26354,1,22549,3,NaN,1,2,21,847,38,0,730,20,1,124,3,1,28,16,3,0,4,1
6669,25392,1,21232,0,NaN,1,2,21,450,131,3,730,20,1,61,2,11,26,17,3,3,6,3
6670,18588,0,15324,4,Partner,0,1,2,640,68,1,30,2,1,80,2,4,19,14,1,1,8,5
6671,26548,1,22593,0,NaN,1,1,21,227,25,0,730,20,1,32,3,1,28,16,3,0,12,9
6672,13286,0,10091,4,Partner,1,3,28,936,307,21,120,2,1,131,1,9,12,17,0,3,5,3
6673,20854,0,16791,2,Suffering,0,1,41,640,38,0,2920,20,1,80,2,6,21,8,2,2,8,5
6674,6851,1,14269,3,NaN,1,3,26,450,307,21,1095,4,1,61,2,3,18,11,1,1,6,3
6675,8226,1,5671,0,NaN,1,2,38,823,320,22,210,2,1,117,1,4,7,17,1,1,5,3
6676,15220,1,12169,3,NaN,1,2,34,125,58,1,1825,6,1,17,2,0,15,16,3,0,0,2
6677,18276,0,14732,4,Partner,0,1,25,640,41,1,21,2,1,80,2,4,19,13,1,1,8,5
6678,21048,0,16941,4,SCRP,0,0,5,1251,297,20,365,2,1,184,2,6,21,9,2,2,11,8
6679,16315,1,13050,3,NaN,1,2,30,155,354,22,1460,20,0,21,2,1,16,12,3,0,1,2
6680,1753,1,382,0,NaN,0,2,21,640,267,17,730,20,1,80,0,9,0,18,0,3,8,5
6681,135,1,3481,3,NaN,1,3,41,27,353,22,2920,20,1,7,1,1,4,16,3,0,12,9
6682,23819,0,19556,0,NaN,1,3,28,730,89,2,120,2,1,99,2,9,24,18,0,3,12,9
6683,4632,0,2370,2,Suffering,0,0,7,632,139,4,3650,20,1,78,0,11,2,18,3,3,10,7
6684,24742,1,21179,0,Foster,0,3,19,640,291,19,60,2,1,80,2,11,26,15,3,3,8,5
6685,9633,0,6657,4,Partner,0,1,18,640,38,0,2,2,1,80,1,5,8,13,2,1,8,5
6686,13861,1,11430,2,Suffering,0,0,19,640,5,0,60,2,1,80,1,11,14,9,3,3,8,5
6687,24455,1,20720,0,NaN,0,2,19,640,68,1,60,2,1,80,2,10,25,17,0,3,8,5
6688,105,1,21603,0,NaN,0,2,7,640,186,8,3650,20,1,80,2,11,26,16,3,3,8,5
6689,1758,1,54,0,NaN,0,2,19,640,216,13,60,2,1,80,0,9,0,17,0,3,8,5
6690,12116,1,12201,0,Foster,0,2,32,1251,186,8,150,2,1,184,2,0,15,8,3,0,11,8
6691,7259,1,5537,4,Partner,0,2,5,640,216,13,365,2,1,80,1,4,7,17,1,1,8,5
6692,1912,1,2488,0,Foster,1,2,21,450,131,3,730,20,1,61,1,0,3,14,3,0,6,3
6693,26189,1,22253,0,NaN,1,2,19,665,312,21,60,2,1,86,3,0,27,21,3,0,12,9
6694,11425,1,8469,0,NaN,1,3,19,847,38,0,60,2,1,124,1,7,10,17,2,2,4,1
6695,10265,1,7312,0,NaN,1,2,8,980,31,0,330,2,1,137,1,6,9,13,2,2,5,9
6696,1241,1,5122,3,NaN,1,2,21,1038,353,22,730,20,1,153,1,3,6,11,1,1,12,9
6697,7884,1,8843,2,Aggressive,1,1,21,1066,41,1,730,20,1,159,1,8,11,12,0,2,5,2
6698,11602,1,8852,0,NaN,1,2,36,253,98,2,180,2,1,39,1,8,11,14,0,2,0,2
6699,17003,1,14002,0,NaN,1,3,30,463,5,0,1460,20,1,61,2,3,18,12,1,1,6,3
6700,18019,0,14988,3,NaN,0,3,21,640,291,19,730,20,1,80,2,4,19,15,1,1,8,5
6701,3197,1,1181,4,Partner,0,3,36,640,104,2,180,2,1,80,0,10,1,15,0,3,8,5
6702,10503,1,8790,0,Foster,0,3,19,640,38,0,60,2,1,80,1,7,10,16,2,2,8,5
6703,21979,1,19245,0,NaN,1,3,5,1066,289,18,365,2,1,159,2,8,23,16,0,2,5,2
6704,9108,0,6382,4,Partner,1,2,5,450,89,2,365,2,1,61,1,5,8,12,2,1,6,3
6705,19607,0,15677,2,Suffering,0,3,21,640,111,2,730,20,1,80,2,5,20,11,2,1,8,5
6706,5732,0,3566,4,Partner,1,2,5,559,130,2,365,2,1,70,1,1,4,18,3,0,1,3
6707,6776,0,4423,4,Partner,0,4,20,640,329,22,14,2,1,80,1,3,6,12,1,1,8,5
6708,17850,0,14489,4,Partner,1,2,21,450,274,18,730,20,1,61,2,3,18,14,1,1,6,3
6709,24307,1,20348,0,NaN,1,3,5,1068,320,22,365,2,1,159,2,10,25,12,0,3,5,2
6710,2019,1,748,0,Foster,0,2,24,640,104,2,90,2,1,80,0,9,0,14,0,3,8,5
6711,20409,1,16260,3,NaN,1,3,41,1365,25,0,2920,20,1,219,2,5,20,15,2,1,6,4
6712,25850,1,21759,0,NaN,1,2,38,450,307,21,210,2,1,61,3,0,27,17,3,0,6,3
6713,11627,0,8666,4,Partner,0,0,4,640,111,2,7,2,1,80,1,7,10,14,2,2,8,5
6714,7706,1,7343,0,Foster,0,2,24,640,111,2,90,2,1,80,1,6,9,18,2,2,8,5
6715,25087,0,20841,1,In Foster,0,0,2,632,63,1,30,2,1,78,2,10,25,15,0,3,10,7
6716,9736,0,6866,0,NaN,1,3,19,73,98,2,60,2,0,15,1,6,9,17,2,2,0,2
6717,25615,1,21372,3,NaN,1,1,5,1066,38,0,365,2,1,159,2,11,26,14,3,3,5,2
6718,20883,1,16829,3,NaN,1,2,26,559,130,2,1095,4,1,70,2,6,21,13,2,2,1,3
6719,19485,1,17444,0,Foster,1,3,2,450,130,2,30,2,1,61,2,6,21,18,2,2,6,3
6720,15898,0,12677,4,Partner,1,2,19,860,5,0,60,2,1,124,2,0,15,11,3,0,4,1
6721,19162,1,20837,4,Partner,1,2,40,19,36,0,240,2,1,5,2,10,25,14,0,3,12,9
6722,10501,0,7563,4,Partner,0,0,4,640,5,0,7,2,1,80,1,6,9,11,2,2,8,5
